SRR6467758	5580.853871825806
SRR6467688	5441.094096345104
SRR6467744	5498.66284090707
SRR6467646	5323.370545654345
SRR6467604	5097.398147102569
SRR6467716	5501.756762015858
SRR6467660	5580.803133742513
SRR6467548	5528.504449657161
SRR6467562	5513.876323956954
SRR6467632	5537.7315824135285
SRR6467590	5522.0076644033925
SRR6467618	5297.251700525582
SRR6467576	5562.872748225738
SRR6467674	5576.644317926826
SRR6467702	5587.859971554762
SRR6467730	5524.223217607533
SRR6467745	5628.249729310578
SRR6467759	5310.434155728494
SRR6467689	5691.683007995452
SRR6467605	5485.38504355303
SRR6467549	5433.226046899951
SRR6467661	5354.939207524361
SRR6467647	5416.02952328746
SRR6467717	5555.309766256035
SRR6467633	5573.167730012563
SRR6467577	5658.321721496942
SRR6467619	5462.467846591387
SRR6467703	5815.762178459277
SRR6467563	5015.427853772607
SRR6467591	5746.095784860501
SRR6467731	5589.7089801895745
SRR6467675	5120.600064840604
SRR6467760	5650.316750402572
SRR6467690	5572.303360969785
SRR6467746	5569.600272466943
SRR6467550	5284.73328490798
SRR6467606	5780.265178547496
SRR6467634	5248.499942045316
SRR6467620	5085.078737335198
SRR6467648	5456.847411655604
SRR6467718	5270.725627299361
SRR6467662	5536.253590625177
SRR6467578	5442.1467171596805
SRR6467564	5656.535664532508
SRR6467592	5421.23645068597
SRR6467704	5023.163893748735
SRR6467732	5533.4972020861005
SRR6467676	5528.9629647837855
SRR6467761	5633.019398279287
SRR6467747	5577.240728151305
SRR6467691	5525.6833841616035
SRR6467607	5581.609417504695
SRR6467551	5040.943131020076
SRR6467635	5458.753794255348
SRR6467621	5686.120296347269
SRR6467579	5558.019383841223
SRR6467649	5431.047399102186
SRR6467663	5448.425953421188
SRR6467719	5564.425545036845
SRR6467733	5388.137925841434
SRR6467705	5665.472708960929
SRR6467565	5296.617747259739
SRR6467593	5455.369189687391
SRR6467677	5540.876359434042
SRR6467762	5488.074875263152
SRR6467748	5490.954656565763
SRR6467692	5170.295300885038
SRR6467608	5653.456163991526
SRR6467552	5785.210679083409
SRR6467636	5878.297917219551
SRR6467622	5734.576805435705
SRR6467650	5488.056630228389
SRR6467580	5564.338178924495
SRR6467664	5563.798035942195
SRR6467734	5704.034671850562
SRR6467706	5529.485959399776
SRR6467566	5692.903870146704
SRR6467594	5314.478213310916
SRR6467678	5614.636318474999
SRR6467720	5614.081061814149
SRR6467763	4947.856880707778
SRR6467693	5500.595294989888
SRR6467749	5527.765068289747
SRR6467553	4980.43015115671
SRR6467609	5683.9444952494605
SRR6467623	5580.723288192985
SRR6467637	5461.237969047813
SRR6467735	5247.253880164644
SRR6467651	5518.028329025117
SRR6467665	5540.512621729011
SRR6467581	5503.721811794003
SRR6467707	4966.2924605713015
SRR6467567	4958.7319705926675
SRR6467595	5682.823426628586
SRR6467679	5437.488779916895
SRR6467721	5429.29039430497
SRR6467764	5589.305931166062
SRR6467750	5553.655399734367
SRR6467694	5642.803888920216
SRR6467554	5415.229043156372
SRR6467610	5474.459125197433
SRR6467624	5386.059575200922
SRR6467638	5316.5289604578575
SRR6467736	5282.156105134305
SRR6467652	5304.285032053451
SRR6467708	5413.163919291361
SRR6467582	5577.167060007437
SRR6467666	5476.730618276402
SRR6467568	4857.569506188776
SRR6467596	5558.802721207315
SRR6467680	5148.204514888747
SRR6467722	5593.204426038759
SRR6467766	5355.3526890774565
SRR6467695	5179.041896118023
SRR6467555	5332.980541121809
SRR6467611	5444.545887131698
SRR6467625	5677.355424637574
SRR6467639	5209.924768078813
SRR6467737	5637.413459620339
SRR6467653	5691.620410555209
SRR6467751	5505.339336420042
SRR6467583	5366.943049957043
SRR6467667	5424.690923357637
SRR6467709	5673.86929228358
SRR6467569	5632.382723738626
SRR6467597	5332.911574375
SRR6467681	5456.722056760949
SRR6467723	5667.7592219804865
SRR6467767	5341.357231317081
SRR6467696	5378.975415018798
SRR6467556	5243.872106562557
SRR6467612	5563.254659669806
SRR6467626	5769.942945032009
SRR6467640	4886.490197297761
SRR6467738	5321.8404762649825
SRR6467654	5475.386333922432
SRR6467584	5513.668782668546
SRR6467668	5348.056279147289
SRR6467710	5213.197044743433
SRR6467570	5559.897727812816
SRR6467598	5381.524431667255
SRR6467724	5749.64137638246
SRR6467682	5288.043941742069
SRR6467752	5610.039535074834
SRR6467768	5363.920645738497
SRR6467697	5426.3658804860925
SRR6467557	5588.139563339953
SRR6467627	5449.346041597573
SRR6467613	5426.020264266008
SRR6467641	5221.493349182279
SRR6467739	5503.819801395427
SRR6467585	5699.235138615062
SRR6467655	5538.509499623456
SRR6467669	5589.627285628102
SRR6467711	5183.625315961927
SRR6467599	5653.401864433497
SRR6467725	5576.487679593302
SRR6467753	5630.811460843972
SRR6467571	5582.218175337038
SRR6467683	5548.164661127258
SRR6467698	5627.3292980814595
SRR6467769	5283.840191452144
SRR6467628	5155.837879742533
SRR6467614	5324.832916797833
SRR6467740	5306.762574218838
SRR6467558	5501.72341334359
SRR6467642	5566.618718461576
SRR6467656	5357.947506739567
SRR6467670	5480.717674386049
SRR6467712	5244.812588796884
SRR6467586	5493.0955117605545
SRR6467726	5452.245960855799
SRR6467600	5601.548242636421
SRR6467684	5696.981052893882
SRR6467754	5452.3929612396005
SRR6467572	5618.672733668663
SRR6467699	5614.020729755949
SRR6467629	5465.733621829396
SRR6467615	4836.037173990235
SRR6467770	5198.12028455197
SRR6467741	5444.235204766995
SRR6467643	5431.505670265456
SRR6467559	5723.876371408275
SRR6467657	5502.42371156956
SRR6467671	5546.265117283514
SRR6467713	5032.634362803761
SRR6467587	5621.798567709362
SRR6467727	5449.408846322792
SRR6467755	5589.538441047757
SRR6467685	5593.940502526854
SRR6467601	5549.627802068278
SRR6467573	5440.633794509293
SRR6467700	5487.03647620478
SRR6467630	5623.618043237979
SRR6467742	5562.391665961816
SRR6467616	5383.945241668909
SRR6467644	5527.686134771721
SRR6467560	5133.686558359849
SRR6467771	5454.067868734476
SRR6467658	5635.960023062591
SRR6467672	5466.837711837966
SRR6467588	5596.038878250979
SRR6467728	5445.294881650654
SRR6467714	5431.123820579323
SRR6467756	5573.593901444183
SRR6467686	5210.616087352111
SRR6467602	5420.5535110626615
SRR6467574	5649.638588160203
SRR6467701	5615.664128834309
SRR6467631	5622.893893021921
SRR6467743	5598.040974326568
SRR6467617	5449.903351698616
SRR6467645	5681.757871367094
SRR6467659	5695.181049797888
SRR6467561	5750.218071845888
SRR6467673	5676.1951654143995
SRR6467729	5460.851218924369
SRR6467589	5287.914673098724
SRR6467757	5510.651488619974
SRR6467715	5602.10388461584
SRR6467687	5641.387523339084
SRR6467603	5748.67938564058
SRR6467575	5647.634137477219
SRR6467773	5590.007353637398
